Displacement,FX,FY,FZ,MX,MY,MZ,L,EA
0.0628,9.24159258e-09,3.94452873e-07,-2.4265522e-08,9.69418498e-06,-1.78420628e-05,-1.0050852e-05,756.0,0.004748509108089173
