Displacement,FX,FY,FZ,MX,MY,MZ,L,EA
0.0628,-1.90751691e-10,1.45291492e-09,2.25671927e-10,3.74265431e-08,-5.52685491e-08,-5.65985017e-08,671.459781177,1.553461678745221e-05
