Displacement,FX,FY,FZ,MX,MY,MZ,L,EA
0.0628,-7.56026509e-09,4.40710255e-08,6.19291449e-09,-4.02403586e-06,9.2346352e-07,4.84048257e-06,754.73004351,0.0005296453342857535
