x1,y1,z1,x2,y2,z2,x3,y3,z3,width,height
165.3809891778697,0.0,95.48275862068964,1.1693265471858693e-14,0.0,190.9655172413793,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
165.3809891778697,0.0,95.48275862068964,190.94367006198968,0.0,110.24137931034481,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
165.3809891778697,0.0,95.48275862068964,139.8183082937497,0.0,80.72413793103446,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
190.94367006198968,0.0,110.24137931034481,1.3500675230600303e-14,0.0,220.48275862068965,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
139.8183082937497,0.0,80.72413793103446,9.885855713117082e-15,0.0,161.44827586206895,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
190.9655172413793,1256.3399652396201,0.0,95.48275862068967,1256.3399652396201,165.38098917786968,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
190.9655172413793,1256.3399652396201,0.0,220.48275862068965,1256.3399652396201,0.0,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
190.9655172413793,1256.3399652396201,0.0,161.44827586206895,1256.3399652396201,0.0,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
220.48275862068965,1256.3399652396201,0.0,110.24137931034485,1256.3399652396201,190.94367006198968,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
161.44827586206895,1256.3399652396201,0.0,80.72413793103449,1256.3399652396201,139.8183082937497,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
190.94367006198968,0.0,110.24137931034481,184.81045051524512,21.661033883441732,96.83549382928298,0.0,0.0,1.0,3.3385017835909636,3.3385017835909636
206.14175907137712,27.515135587763027,99.34595143090432,194.74943698099318,38.88436709867392,94.99542423493112,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
194.74943698099318,38.88436709867392,94.99542423493112,183.35711489060927,50.2535986095848,90.64489703895794,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
182.84782026028685,28.59256472614308,92.54561047534321,194.74943698099318,38.88436709867392,94.99542423493112,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
194.74943698099318,38.88436709867392,94.99542423493112,206.65105370169954,49.176169471204744,97.44523799451906,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
206.65105370169954,49.176169471204744,97.44523799451906,195.2587316113156,60.54540098211564,93.09471079854588,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
195.2587316113156,60.54540098211564,93.09471079854588,183.86640952093168,71.91463249302653,88.74418360257269,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
183.35711489060927,50.2535986095848,90.64489703895794,195.2587316113156,60.54540098211564,93.09471079854588,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
195.2587316113156,60.54540098211564,93.09471079854588,207.16034833202195,70.83720335464648,95.5445245581338,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
207.16034833202195,70.83720335464648,95.5445245581338,195.768026241638,82.20643486555737,91.19399736216062,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
195.768026241638,82.20643486555737,91.19399736216062,184.3757041512541,93.57566637646825,86.84347016618744,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
183.86640952093168,71.91463249302653,88.74418360257269,195.768026241638,82.20643486555737,91.19399736216062,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
195.768026241638,82.20643486555737,91.19399736216062,207.66964296234437,92.49823723808821,93.64381112174856,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
207.66964296234437,92.49823723808821,93.64381112174856,196.27732087196043,103.86746874899909,89.29328392577536,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
196.27732087196043,103.86746874899909,89.29328392577536,184.8849987815765,115.23670025990997,84.94275672980217,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
184.3757041512541,93.57566637646825,86.84347016618744,196.27732087196043,103.86746874899909,89.29328392577536,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
196.27732087196043,103.86746874899909,89.29328392577536,208.17893759266678,114.15927112152993,91.7430976853633,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
208.17893759266678,114.15927112152993,91.7430976853633,196.78661550228284,125.5285026324408,87.39257048939011,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
196.78661550228284,125.5285026324408,87.39257048939011,185.39429341189893,136.89773414335173,83.04204329341692,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
184.8849987815765,115.23670025990997,84.94275672980217,196.78661550228284,125.5285026324408,87.39257048939011,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
196.78661550228284,125.5285026324408,87.39257048939011,208.6882322229892,135.82030500497166,89.84238424897804,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
208.6882322229892,135.82030500497166,89.84238424897804,197.29591013260526,147.18953651588248,85.49185705300485,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
197.29591013260526,147.18953651588248,85.49185705300485,185.90358804222134,158.55876802679342,81.14132985703168,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
185.39429341189893,136.89773414335173,83.04204329341692,197.29591013260526,147.18953651588248,85.49185705300485,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
197.29591013260526,147.18953651588248,85.49185705300485,209.19752685331162,157.48133888841335,87.94167081259279,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
209.19752685331162,157.48133888841335,87.94167081259279,197.80520476292767,168.85057039932428,83.59114361661959,-0.6926870267606572,0.0,-0.7212382983158067,3.3385017835909636,3.3385017835909636
