x1,y1,z1,x2,y2,z2,width,height
216.50635094610968,0.0,124.99999999999999,1.5308084989341916e-14,0.0,250.0,10.450079444370402,10.450079444370402
236.9132927957006,245.03634559213359,79.82538253399497,49.32583725660007,245.03634559213359,245.08562132229505,10.450079444370402,10.450079444370402
216.50635094610968,0.0,124.99999999999999,236.9132927957006,245.03634559213359,79.82538253399497,10.450079444370402,10.450079444370402
216.50635094610968,0.0,124.99999999999999,49.32583725660007,245.03634559213359,245.08562132229505,10.450079444370402,10.450079444370402
1.5308084989341916e-14,0.0,250.0,-216.50635094610962,0.0,125.00000000000009,10.450079444370402,10.450079444370402
49.32583725660007,245.03634559213359,245.08562132229505,-187.58745553910057,245.03634559213359,165.2602387883001,10.450079444370402,10.450079444370402
1.5308084989341916e-14,0.0,250.0,49.32583725660007,245.03634559213359,245.08562132229505,10.450079444370402,10.450079444370402
1.5308084989341916e-14,0.0,250.0,-187.58745553910057,245.03634559213359,165.2602387883001,10.450079444370402,10.450079444370402
-216.50635094610962,0.0,125.00000000000009,-216.5063509461097,0.0,-124.99999999999993,10.450079444370402,10.450079444370402
-187.58745553910057,245.03634559213359,165.2602387883001,-236.91329279570064,245.03634559213359,-79.82538253399488,10.450079444370402,10.450079444370402
-216.50635094610962,0.0,125.00000000000009,-187.58745553910057,245.03634559213359,165.2602387883001,10.450079444370402,10.450079444370402
-216.50635094610962,0.0,125.00000000000009,-236.91329279570064,245.03634559213359,-79.82538253399488,10.450079444370402,10.450079444370402
-216.5063509461097,0.0,-124.99999999999993,-4.5924254968025744e-14,0.0,-250.0,10.450079444370402,10.450079444370402
-236.91329279570064,245.03634559213359,-79.82538253399488,-49.3258372566002,245.03634559213359,-245.08562132229503,10.450079444370402,10.450079444370402
-216.5063509461097,0.0,-124.99999999999993,-236.91329279570064,245.03634559213359,-79.82538253399488,10.450079444370402,10.450079444370402
-216.5063509461097,0.0,-124.99999999999993,-49.3258372566002,245.03634559213359,-245.08562132229503,10.450079444370402,10.450079444370402
-4.5924254968025744e-14,0.0,-250.0,216.5063509461096,0.0,-125.00000000000011,10.450079444370402,10.450079444370402
-49.3258372566002,245.03634559213359,-245.08562132229503,187.5874555391004,245.03634559213359,-165.26023878830026,10.450079444370402,10.450079444370402
-4.5924254968025744e-14,0.0,-250.0,-49.3258372566002,245.03634559213359,-245.08562132229503,10.450079444370402,10.450079444370402
-4.5924254968025744e-14,0.0,-250.0,187.5874555391004,245.03634559213359,-165.26023878830026,10.450079444370402,10.450079444370402
216.5063509461096,0.0,-125.00000000000011,216.50635094610968,0.0,124.99999999999999,10.450079444370402,10.450079444370402
187.5874555391004,245.03634559213359,-165.26023878830026,236.9132927957006,245.03634559213359,79.82538253399497,10.450079444370402,10.450079444370402
216.5063509461096,0.0,-125.00000000000011,187.5874555391004,245.03634559213359,-165.26023878830026,10.450079444370402,10.450079444370402
216.5063509461096,0.0,-125.00000000000011,236.9132927957006,245.03634559213359,79.82538253399497,10.450079444370402,10.450079444370402
236.9132927957006,245.03634559213359,79.82538253399497,49.32583725660007,245.03634559213359,245.08562132229505,10.450079444370402,10.450079444370402
248.0059815686511,490.07269118426717,31.51242780507231,96.71242777020989,490.07269118426717,230.53569423148323,10.450079444370402,10.450079444370402
236.9132927957006,245.03634559213359,79.82538253399497,248.0059815686511,490.07269118426717,31.51242780507231,10.450079444370402,10.450079444370402
236.9132927957006,245.03634559213359,79.82538253399497,96.71242777020989,490.07269118426717,230.53569423148323,10.450079444370402,10.450079444370402
49.32583725660007,245.03634559213359,245.08562132229505,-187.58745553910057,245.03634559213359,165.2602387883001,10.450079444370402,10.450079444370402
96.71242777020989,490.07269118426717,230.53569423148323,-151.29355379844122,490.07269118426717,199.02326642641097,10.450079444370402,10.450079444370402
49.32583725660007,245.03634559213359,245.08562132229505,96.71242777020989,490.07269118426717,230.53569423148323,10.450079444370402,10.450079444370402
49.32583725660007,245.03634559213359,245.08562132229505,-151.29355379844122,490.07269118426717,199.02326642641097,10.450079444370402,10.450079444370402
-187.58745553910057,245.03634559213359,165.2602387883001,-236.91329279570064,245.03634559213359,-79.82538253399488,10.450079444370402,10.450079444370402
-151.29355379844122,490.07269118426717,199.02326642641097,-248.0059815686511,490.07269118426717,-31.512427805072303,10.450079444370402,10.450079444370402
-187.58745553910057,245.03634559213359,165.2602387883001,-151.29355379844122,490.07269118426717,199.02326642641097,10.450079444370402,10.450079444370402
-187.58745553910057,245.03634559213359,165.2602387883001,-248.0059815686511,490.07269118426717,-31.512427805072303,10.450079444370402,10.450079444370402
-236.91329279570064,245.03634559213359,-79.82538253399488,-49.3258372566002,245.03634559213359,-245.08562132229503,10.450079444370402,10.450079444370402
-248.0059815686511,490.07269118426717,-31.512427805072303,-96.71242777020991,490.07269118426717,-230.53569423148323,10.450079444370402,10.450079444370402
-236.91329279570064,245.03634559213359,-79.82538253399488,-248.0059815686511,490.07269118426717,-31.512427805072303,10.450079444370402,10.450079444370402
-236.91329279570064,245.03634559213359,-79.82538253399488,-96.71242777020991,490.07269118426717,-230.53569423148323,10.450079444370402,10.450079444370402
-49.3258372566002,245.03634559213359,-245.08562132229503,187.5874555391004,245.03634559213359,-165.26023878830026,10.450079444370402,10.450079444370402
-96.71242777020991,490.07269118426717,-230.53569423148323,151.2935537984411,490.07269118426717,-199.02326642641106,10.450079444370402,10.450079444370402
-49.3258372566002,245.03634559213359,-245.08562132229503,-96.71242777020991,490.07269118426717,-230.53569423148323,10.450079444370402,10.450079444370402
-49.3258372566002,245.03634559213359,-245.08562132229503,151.2935537984411,490.07269118426717,-199.02326642641106,10.450079444370402,10.450079444370402
187.5874555391004,245.03634559213359,-165.26023878830026,236.9132927957006,245.03634559213359,79.82538253399497,10.450079444370402,10.450079444370402
151.2935537984411,490.07269118426717,-199.02326642641106,248.0059815686511,490.07269118426717,31.51242780507231,10.450079444370402,10.450079444370402
187.5874555391004,245.03634559213359,-165.26023878830026,151.2935537984411,490.07269118426717,-199.02326642641106,10.450079444370402,10.450079444370402
187.5874555391004,245.03634559213359,-165.26023878830026,248.0059815686511,490.07269118426717,31.51242780507231,10.450079444370402,10.450079444370402
248.0059815686511,490.07269118426717,31.51242780507231,96.71242777020989,490.07269118426717,230.53569423148323,10.450079444370402,10.450079444370402
249.34830787948744,735.1090367764008,-18.039438950154064,140.29676634059564,735.1090367764008,206.92224953922258,10.450079444370402,10.450079444370402
248.0059815686511,490.07269118426717,31.51242780507231,249.34830787948744,735.1090367764008,-18.039438950154064,10.450079444370402,10.450079444370402
248.0059815686511,490.07269118426717,31.51242780507231,140.29676634059564,735.1090367764008,206.92224953922258,10.450079444370402,10.450079444370402
