x1,y1,z1,x2,y2,z2,width,height
216.50635094610968,0.0,124.99999999999999,1.5308084989341916e-14,0.0,250.0,2.948718695413878,2.948718695413878
147.67569879113782,227.7630992319685,201.72230413751757,-100.85879049745205,227.7630992319685,228.75205874350308,2.948718695413878,2.948718695413878
216.50635094610968,0.0,124.99999999999999,147.67569879113782,227.7630992319685,201.72230413751757,2.948718695413878,2.948718695413878
216.50635094610968,0.0,124.99999999999999,-100.85879049745205,227.7630992319685,228.75205874350308,2.948718695413878,2.948718695413878
1.5308084989341916e-14,0.0,250.0,-216.50635094610962,0.0,125.00000000000009,2.948718695413878,2.948718695413878
-100.85879049745205,227.7630992319685,228.75205874350308,-248.5344892885899,227.7630992319685,27.02975460598559,2.948718695413878,2.948718695413878
1.5308084989341916e-14,0.0,250.0,-100.85879049745205,227.7630992319685,228.75205874350308,2.948718695413878,2.948718695413878
1.5308084989341916e-14,0.0,250.0,-248.5344892885899,227.7630992319685,27.02975460598559,2.948718695413878,2.948718695413878
-216.50635094610962,0.0,125.00000000000009,-216.5063509461097,0.0,-124.99999999999993,2.948718695413878,2.948718695413878
-248.5344892885899,227.7630992319685,27.02975460598559,-147.6756987911378,227.7630992319685,-201.72230413751757,2.948718695413878,2.948718695413878
-216.50635094610962,0.0,125.00000000000009,-248.5344892885899,227.7630992319685,27.02975460598559,2.948718695413878,2.948718695413878
-216.50635094610962,0.0,125.00000000000009,-147.6756987911378,227.7630992319685,-201.72230413751757,2.948718695413878,2.948718695413878
-216.5063509461097,0.0,-124.99999999999993,-4.5924254968025744e-14,0.0,-250.0,2.948718695413878,2.948718695413878
-147.6756987911378,227.7630992319685,-201.72230413751757,100.85879049745203,227.7630992319685,-228.75205874350308,2.948718695413878,2.948718695413878
-216.5063509461097,0.0,-124.99999999999993,-147.6756987911378,227.7630992319685,-201.72230413751757,2.948718695413878,2.948718695413878
-216.5063509461097,0.0,-124.99999999999993,100.85879049745203,227.7630992319685,-228.75205874350308,2.948718695413878,2.948718695413878
-4.5924254968025744e-14,0.0,-250.0,216.5063509461096,0.0,-125.00000000000011,2.948718695413878,2.948718695413878
100.85879049745203,227.7630992319685,-228.75205874350308,248.53448928858987,227.7630992319685,-27.029754605985623,2.948718695413878,2.948718695413878
-4.5924254968025744e-14,0.0,-250.0,100.85879049745203,227.7630992319685,-228.75205874350308,2.948718695413878,2.948718695413878
-4.5924254968025744e-14,0.0,-250.0,248.53448928858987,227.7630992319685,-27.029754605985623,2.948718695413878,2.948718695413878
216.5063509461096,0.0,-125.00000000000011,216.50635094610968,0.0,124.99999999999999,2.948718695413878,2.948718695413878
248.53448928858987,227.7630992319685,-27.029754605985623,147.67569879113782,227.7630992319685,201.72230413751757,2.948718695413878,2.948718695413878
216.5063509461096,0.0,-125.00000000000011,248.53448928858987,227.7630992319685,-27.029754605985623,2.948718695413878,2.948718695413878
216.5063509461096,0.0,-125.00000000000011,147.67569879113782,227.7630992319685,201.72230413751757,2.948718695413878,2.948718695413878
147.67569879113782,227.7630992319685,201.72230413751757,-100.85879049745205,227.7630992319685,228.75205874350308,2.948718695413878,2.948718695413878
53.74261005275605,455.526198463937,244.15513892752168,-184.5732477493746,455.526198463937,168.6200350351286,2.948718695413878,2.948718695413878
147.67569879113782,227.7630992319685,201.72230413751757,53.74261005275605,455.526198463937,244.15513892752168,2.948718695413878,2.948718695413878
